id,pc_CR_PA_im_shal,pc_MP_PA_im_shal,pc_CR_PA_im_deep,pc_MP_PA_im_deep,pc_CR_PA_del_shal,pc_MP_PA_del_shal,pc_CR_PA_del_deep,pc_MP_PA_del_deep,pc_CR_REST_im_shal,pc_MP_REST_im_shal,pc_CR_REST_im_deep,pc_MP_REST_im_deep,pc_CR_REST_del_shal,pc_MP_REST_del_shal,pc_CR_REST_del_deep,pc_MP_REST_del_deep,rt_CR_PA_im_shal,rt_MP_PA_im_shal,rt_CR_PA_im_deep,rt_MP_PA_im_deep,rt_CR_PA_del_shal,rt_MP_PA_del_shal,rt_CR_PA_del_deep,rt_MP_PA_del_deep,rt_CR_REST_im_shal,rt_MP_REST_im_shal,rt_CR_REST_im_deep,rt_MP_REST_im_deep,rt_CR_REST_del_shal,rt_MP_REST_del_shal,rt_CR_REST_del_deep,rt_MP_REST_del_deep,HR_Rest_baseline,HR_Rest_activity,HR_Rest_cooldown,HR_Rest_encoding,HR_Rest_retrival,HR_PA_baseline,HR_PA_activity,HR_PA_cooldown,HR_PA_encoding,HR_PA_retrival
155,0.25,0.375,0.375,0.75,0,0.625,0,0.625,0,0.5,0,0.5,0,0.875,0,0.75,19583.4249996423,18282.2749997137,17793.1249996422,12435.749999547,23126.6999995471,6977.74999949932,15088.5874995948,9564.67499957088,15540.8749999285,9743.01249984492,21703.0749999165,12828.4124998687,7018.73750004769,7145.46249995232,10096.5874999762,12158.6000000118,71.9003322259136,76.6492785793563,78.2923588039867,78.9845774213449,76.4906444906445,86.6345514950166,141.492785793563,98.2724252491694,88.656691134952,84.8768718801997
156,0,0.875,0,1,0,0.375,0,0.875,0,0.375,0.125,0.625,0,0.625,0,0.375,17226.4624999402,6400.16250003574,16891.987499857,6040.24999992852,6572.76250033378,9296.68750011914,13441.7875003099,7599.98750011917,3385.11249954703,5774.8624997139,5658.56249964235,5312.23749964236,12826.3874996662,5836.98749969005,6584.51249966622,4705.43749964237,53.9833887043189,54.173140954495,57.2956810631229,61.5054452274183,60.7867298578199,57.3720930232558,117.80244173141,95.0332225913621,72.9615776946617,66.9121140142518
157,0,0.875,0.125,1,0,0.875,0,1,0,0.875,0.5,1,0,1,0,1,18367.7749994275,9435.67499976161,20445.449999571,13096.6749999045,12325.6750005721,20106.5250006197,21110.7000010968,9641.61250061985,10709.6500001431,8375.6625005483,17515.4625005245,10369.5000003575,14821.6749996901,14686.7374996901,29946.2749995948,9164.4749996186,79.6112956810631,81.3662597114317,79.9933554817276,77.1599219892735,NaN,77.6677740863787,145.366259711432,107.677740863787,88.9612934835865,81.9796672828096
158,0,0.625,0,0.5,0,0.5,0,0.625,0,0.75,0,0.75,0,0.75,0,0.5,17652.1124999284,8997.46249999995,16549.4000000477,9610.01249988083,18309.8749996187,12136.3249995232,21747.5999996186,12756.6999996424,14029.1000000896,11015.2250000775,9178.3250000716,17234.6375001193,7935.57500023849,11092.0125005245,8301.32500009542,16000.2000002862,74.4518272425249,74.9078801331853,74.2558139534884,77.8054809242343,76.2619542619543,88.1960132890365,144.532741398446,117.87707641196,106.297324583544,95.6407982261641
159,0.125,1,0.125,0.75,0,0.375,0.25,0.875,0,0.75,0,0.75,0.125,0.875,0.25,0.875,5043.07749999999,6142.2425,14141.5725,8986.05999999999,4760.5525,4823.605,7762.1475,3751.5675,14029.1000000896,11015.2250000775,9178.3250000716,17234.6375001193,11056.0575,13134.03,11737.03,6897.5025,67.2691029900332,65.6048834628191,71.063122923588,65.4705882352941,65.7084398976982,79.6179401993355,126.19755826859,104.222591362126,82.7944760357433,78.1129568106312
160,0.125,0.875,0.125,0.75,0.125,0.875,0.125,0.625,0,0.625,0.25,0.875,0,0.5,0.125,0.875,15443.7225,10979.8075,13531.9099999999,10117.1475,10306.5000000044,4992.62500000299,9999.56249999251,6251.12499999855,4169.85250000004,5249.5125,8562.37250000001,4930.85750000001,22185.0825,7002.7825,14610.815,3888.3325,79.6644518272425,78.5216426193119,76.9501661129568,78.3337523570082,74.8753462603878,73.4584717607973,120.753607103219,94.5980066445183,74.8543357539513,68.3769401330377
161,0,0.875,0,0.5,0,0.875,0.125,0.875,0.125,1,0.375,1,0,0.75,0.125,0.625,5978.87500000004,10374.075,10265.7275,12462.895,3282.4175,11332.4725,3233.6125,9889.59,23136.5246250067,5224.0107500067,18474.2775,5210.00512500375,4795.02,8204.145,6155.16,10540.3025,80.88,82.8468368479467,81.9335548172757,80.7707380796865,82.9211618257261,90.0431893687708,146.69256381798,111.415282392027,97.247642991829,90.3388704318937
162,0,0.75,0.125,0.375,0.125,0.625,0.125,0.875,0.25,0.5,0,1,0,0.5,0,0.75,4113.33749999999,8443.5675,4023.08250000002,8128.145,13118.55,6476.43,20583.3625,6419.825,10983.18,7920.99000000003,23835.8,8795.60749999996,8141.485,7231.8825,16404.495,4282.3925,84.4817275747508,82.811320754717,82.109634551495,81.1445511010728,79.6829268292683,77.0598006644518,NaN,97.21926910299,72.6653601175894,68.7009063444109
163,0,0.75,0,0.625,0,0.25,0.25,0.375,0,1,0,0.75,0,0.25,0,0.375,5474.6975,7553.515,6085.94749999998,10502.6125,4666.09,8055.865,4016.1675,7348.1875,3903.01500000001,6569.44250000005,5567.51249999996,7844.28250000005,4041.2125,5848.0825,6856.1875,7297.7675,71.1705685618729,76.1453940066593,73.7906976744186,75.3037180106229,72.7925311203319,76.9601328903654,144.904550499445,103.654485049834,85.7117617364967,75.8044280442804
164,0,0.625,0.25,0.625,0,0.125,0,0.125,0,0.875,0,0.875,0.285714285714286,1,0,0.333333333333333,10435.4424999999,5994.03000000003,9373.60499999999,6472.20000000001,3032.8775,6917.9225,2885.89,8300,7495.81500000004,7435.06749999992,7130.83750000009,10777.7675,11858.2542857143,8036.128,4726.4,16085.4733333333,83.4750830564784,85.031076581576,84.9900332225914,81.6181445412609,81.8504983388704,78.5481727574751,142.554938956715,99.3322259136213,87.4893284747527,75.1528239202658
